alpha_id,expr,sharpe,fitness,turnover,ic_mean
XVGEpX0,"alpha1=ts_delta(group_rank(capex,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.09,0.02,0.1885,7.5e-05
jovQA59,"group_rank(debt,subindustry)",0.48,0.26,0.0304,0.002356
Y86dxWl,"alpha1=ts_delta(group_rank(debt,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.05,0.0,0.5734,1.8e-05
mdpkad6,"alpha1=ts_delta(group_rank(debt,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.5,0.19,0.2331,0.00028
Kv3R5r8,"group_rank(ebit,subindustry)",0.15,0.05,0.0157,0.001786
NL0o86L,"alpha1=ts_delta(group_rank(ebit,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.5,0.22,0.5349,0.000374
eNmJM7g,"alpha1=ts_delta(group_rank(ebit,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.32,0.16,0.1837,0.00052
xVqaLWg,"group_rank(ebitda,subindustry)",0.15,0.05,0.0166,0.001782
EN13XA0,"alpha1=ts_delta(group_rank(ebitda,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.46,0.19,0.5394,0.000345
MdOwAEL,"alpha1=ts_delta(group_rank(ebitda,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.47,0.29,0.1874,0.000756
XVGqP9X,"group_rank(equity,subindustry)",0.05,0.01,0.0225,0.000344
QOMe23r,"alpha1=ts_delta(group_rank(equity,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.22,0.05,0.5635,0.000115
nm90373,"alpha1=ts_delta(group_rank(equity,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.04,-0.0,0.2181,-3e-05
kvdR0AL,"group_rank(enterprise_value,subindustry)",0.11,0.03,0.0386,0.000433
8VbA3pX,"alpha1=ts_delta(group_rank(enterprise_value,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.04,-0.0,0.6251,-1.3e-05
31wdV1e,"alpha1=ts_delta(group_rank(enterprise_value,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.04,0.0,0.2595,1.9e-05
nm906Nl,"group_rank(eps,subindustry)",0.22,0.08,0.0285,0.001249
vZ80Pjr,"alpha1=ts_delta(group_rank(eps,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.06,0.01,0.5473,4.5e-05
vZ80bWA,"alpha1=ts_delta(group_rank(eps,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.35,0.13,0.2132,0.000296
NL0MZLE,"group_rank(debt_lt,subindustry)",0.45,0.24,0.0223,0.003297
GXPE1q0,"alpha1=ts_delta(group_rank(debt_lt,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.47,0.15,0.5609,0.000192
29MPzzY,"alpha1=ts_delta(group_rank(debt_lt,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.49,0.2,0.216,0.00033
GXPEV5Z,"group_rank(assets_curr,subindustry)",0.33,0.15,0.0249,0.002128
NL0kqYo,"alpha1=ts_delta(group_rank(assets_curr,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",1.43,0.82,0.5693,0.000656
Zg6kjG8,"alpha1=ts_delta(group_rank(assets_curr,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.71,0.35,0.2271,0.000493
r9YQWWa,"group_rank(goodwill,subindustry)",0.27,0.11,0.0293,0.001463
GXPEew0,"alpha1=ts_delta(group_rank(goodwill,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.46,0.15,0.5717,0.00022
Ae9qNlR,"alpha1=ts_delta(group_rank(goodwill,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.55,0.22,0.231,0.000328
VZVKxMw,"group_rank(cash,subindustry)",0.33,0.14,0.0308,0.00136
r9YQ8mE,"alpha1=ts_delta(group_rank(cash,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.06,-0.01,0.5724,-2.1e-05
ae6X9J5,"alpha1=ts_delta(group_rank(cash,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.29,-0.09,0.2329,-0.000188
QOMmwVW,"group_rank(income,subindustry)",0.09,0.02,0.0274,0.000576
mdp2wNX,"alpha1=ts_delta(group_rank(income,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.26,0.08,0.5478,0.000191
xVqw0Rg,"alpha1=ts_delta(group_rank(income,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.4,0.19,0.2142,0.00043
w3qw61p,"group_rank(revenue,subindustry)",0.33,0.17,0.0186,0.003372
8VbkrMz,"alpha1=ts_delta(group_rank(revenue,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.01,-0.0,0.5451,-7e-06
6Z7Pz0L,"alpha1=ts_delta(group_rank(revenue,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.11,-0.02,0.197,-9.5e-05
8VbkQp7,"group_rank(cogs,subindustry)",0.4,0.2,0.0221,0.00297
Ae9JlAd,"alpha1=ts_delta(group_rank(cogs,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.59,0.2,0.5537,0.000227
VZVwxPw,"alpha1=ts_delta(group_rank(cogs,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.33,0.11,0.214,0.000205
dYp8zAv,"group_rank(cashflow_op,subindustry)",0.31,0.15,0.0181,0.003104
kvdk9L6,"alpha1=ts_delta(group_rank(cashflow_op,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.5,0.22,0.5403,0.000402
W3MwZEk,"alpha1=ts_delta(group_rank(cashflow_op,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.48,0.3,0.1891,0.000759
29MQ0zP,"group_rank(bookvalue_ps,subindustry)",-0.1,-0.02,0.0242,-0.000563
EN1YYER,"alpha1=ts_delta(group_rank(bookvalue_ps,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.21,-0.05,0.5475,-0.000107
mdpJxdK,"alpha1=ts_delta(group_rank(bookvalue_ps,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.12,-0.03,0.2031,-9.1e-05
73W0wj8,"group_rank(ppent,subindustry)",0.51,0.29,0.0273,0.003013
pxmoPkb,"alpha1=ts_delta(group_rank(ppent,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.0,0.0,0.5731,0.0
NL0q8OL,"alpha1=ts_delta(group_rank(ppent,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.19,-0.04,0.2269,-0.00011
vZ8x7eb,"group_rank(operating_expense,subindustry)",0.43,0.23,0.0223,0.003252
1Oe1rnR,"alpha1=ts_delta(group_rank(operating_expense,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.03,0.0,0.5556,1.1e-05
kvdXrQk,"alpha1=ts_delta(group_rank(operating_expense,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.11,-0.02,0.214,-7.4e-05
vZ8901Q,"group_rank(inventory,subindustry)",0.28,0.1,0.0278,0.001235
dYpmgQY,"alpha1=ts_delta(group_rank(inventory,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.05,0.01,0.5741,3.7e-05
98YK9nq,"alpha1=ts_delta(group_rank(inventory,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.07,-0.01,0.2295,-5.3e-05
29MRNd6,"group_rank(cashflow,subindustry)",0.24,0.07,0.0218,0.000843
qO8dWLP,"alpha1=ts_delta(group_rank(cashflow,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.34,-0.11,0.5411,-0.000191
R9MYerg,"alpha1=ts_delta(group_rank(cashflow,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.08,0.01,0.1921,6.5e-05
mdpA0RK,"group_rank(sga_expense,subindustry)",0.51,0.28,0.0199,0.003897
QOMj60g,"alpha1=ts_delta(group_rank(sga_expense,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.1,0.01,0.5574,4.1e-05
xVqQ7dp,"alpha1=ts_delta(group_rank(sga_expense,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.0,-0.0,0.2044,-1e-06
VZVljx0,"group_rank(debt_st,subindustry)",0.41,0.19,0.033,0.001637
nm9zgba,"alpha1=ts_delta(group_rank(debt_st,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.34,-0.09,0.5697,-0.000131
R9Ma1x1,"alpha1=ts_delta(group_rank(debt_st,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.12,0.02,0.2308,6.9e-05
QOMlWXw,"group_rank(cash_st,subindustry)",0.45,0.21,0.0278,0.001993
eNm2VoM,"alpha1=ts_delta(group_rank(cash_st,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.22,0.04,0.5602,7.3e-05
xVqzpdq,"alpha1=ts_delta(group_rank(cash_st,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.08,-0.01,0.2258,-4.4e-05
kvdLErP,"group_rank(receivable,subindustry)",0.48,0.27,0.0297,0.002704
nm9OJmw,"alpha1=ts_delta(group_rank(receivable,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.46,0.18,0.5672,0.000306
kvdLlgK,"alpha1=ts_delta(group_rank(receivable,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.66,0.32,0.2301,0.000481
ORO5wd7,"group_rank(return_equity,subindustry)",0.46,0.21,0.0345,0.001581
r9YrJZd,"alpha1=ts_delta(group_rank(return_equity,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.41,0.15,0.5541,0.000276
VZVY7MY,"alpha1=ts_delta(group_rank(return_equity,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.26,0.08,0.2214,0.000211
dYpl1E2,"group_rank(retained_earnings,subindustry)",0.08,0.02,0.0394,0.000271
73WKGX2,"alpha1=ts_delta(group_rank(retained_earnings,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.24,-0.06,0.5877,-0.000145
1Oen0bz,"alpha1=ts_delta(group_rank(retained_earnings,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.45,0.16,0.2473,0.000256
kvdLpK6,"group_rank(fnd6_fopo,subindustry)",0.92,0.53,0.0203,0.004117
Y86WeRq,"alpha1=ts_delta(group_rank(fnd6_fopo,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.6,-0.21,0.5393,-0.000241
dYpE5gJ,"alpha1=ts_delta(group_rank(fnd6_fopo,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.36,0.14,0.1931,0.000301
pxmVmbg,"group_rank(income_tax,subindustry)",0.28,0.12,0.0305,0.001441
PxNwdbx,"alpha1=ts_delta(group_rank(income_tax,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.12,0.02,0.5499,7.2e-05
8Vba70l,"alpha1=ts_delta(group_rank(income_tax,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.37,0.15,0.2144,0.000321
98YajV9,"group_rank(liabilities_curr,subindustry)",0.31,0.14,0.0243,0.002188
0xqej1p,"alpha1=ts_delta(group_rank(liabilities_curr,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.71,0.26,0.5717,0.000267
73WaM18,"alpha1=ts_delta(group_rank(liabilities_curr,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.39,0.14,0.2307,0.000269
nm9Zlga,"group_rank(pretax_income,subindustry)",0.04,0.01,0.0266,0.000298
vZ8eWaw,"alpha1=ts_delta(group_rank(pretax_income,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.21,0.06,0.5507,0.000148
6Z7Rmgp,"alpha1=ts_delta(group_rank(pretax_income,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.17,0.05,0.2159,0.000176
QOMnJbK,"group_rank(cashflow_fin,subindustry)",-0.08,-0.02,0.0203,-0.000437
OROnKQp,"alpha1=ts_delta(group_rank(cashflow_fin,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.42,-0.16,0.5405,-0.000282
31wEnvz,"alpha1=ts_delta(group_rank(cashflow_fin,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.12,0.03,0.1935,0.000125
EN1qKW1,"group_rank(income_beforeextra,subindustry)",0.08,0.02,0.0273,0.000496
8VbOpzl,"alpha1=ts_delta(group_rank(income_beforeextra,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.25,0.08,0.5476,0.000185
oR7nW2k,"alpha1=ts_delta(group_rank(income_beforeextra,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.43,0.2,0.2144,0.000448
EN1qN3r,"group_rank(current_ratio,subindustry)",-0.38,-0.16,0.0285,-0.001602
Zg6jzp0,"alpha1=ts_delta(group_rank(current_ratio,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.58,0.27,0.5619,0.000426
98Y92v1,"alpha1=ts_delta(group_rank(current_ratio,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.17,0.05,0.2291,0.000207
EN1qP6P,"group_rank(sales_growth,subindustry)",0.6,0.28,0.0555,0.000981
6Z7z7kL,"alpha1=ts_delta(group_rank(sales_growth,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.12,0.01,0.5355,2.9e-05
qO8ge0j,"alpha1=ts_delta(group_rank(sales_growth,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.44,0.15,0.1982,0.000231
kvdQXWz,"group_rank(return_assets,subindustry)",0.09,0.02,0.034,0.000399
xVqRk7w,"alpha1=ts_delta(group_rank(return_assets,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.14,0.03,0.5533,9.3e-05
Ae9klkw,"alpha1=ts_delta(group_rank(return_assets,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.36,0.14,0.2212,0.000288
lEdrA08,"group_rank(inventory_turnover,subindustry)",-0.0,-0.0,0.031,-8e-06
oR7VGlE,"alpha1=ts_delta(group_rank(inventory_turnover,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.2,0.04,0.573,7.2e-05
R9MdoG1,"alpha1=ts_delta(group_rank(inventory_turnover,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.32,0.1,0.227,0.000208
QOMQMEM,"group_rank(sales_ps,subindustry)",0.39,0.19,0.0193,0.003224
NL0OoQL,"alpha1=ts_delta(group_rank(sales_ps,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.23,0.06,0.5461,0.000137
Joqdmbm,"alpha1=ts_delta(group_rank(sales_ps,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.28,-0.11,0.1998,-0.000293
ae6ONd9,"group_rank(cashflow_dividends,subindustry)",0.31,0.14,0.017,0.003053
eNmrbbE,"alpha1=ts_delta(group_rank(cashflow_dividends,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.16,0.05,0.5632,0.000161
NL0OeRX,"alpha1=ts_delta(group_rank(cashflow_dividends,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.33,0.17,0.1986,0.000505
Ae93mLl,"group_rank(invested_capital,subindustry)",0.29,0.13,0.0233,0.002207
QOMQ8v5,"alpha1=ts_delta(group_rank(invested_capital,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.41,0.12,0.566,0.000165
dYpx5NK,"alpha1=ts_delta(group_rank(invested_capital,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.1,-0.02,0.2177,-6.5e-05
73WwVw2,"group_rank(fnd6_drlt,subindustry)",0.89,0.47,0.0192,0.003575
0xq7kZG,"alpha1=ts_delta(group_rank(fnd6_drlt,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.42,0.18,0.5874,0.000357
jovZrAQ,"alpha1=ts_delta(group_rank(fnd6_drlt,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.36,0.19,0.2073,0.000583
98YwW29,"group_rank(cashflow_invst,subindustry)",-0.01,-0.0,0.0206,-3.5e-05
Kv3bvxz,"alpha1=ts_delta(group_rank(cashflow_invst,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.04,-0.01,0.542,-3.2e-05
VZVpeYG,"alpha1=ts_delta(group_rank(cashflow_invst,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.36,0.19,0.1936,0.000582
ae6d0rx,"group_rank(employee,subindustry)",0.51,0.3,0.0246,0.003476
oR7l73v,"alpha1=ts_delta(group_rank(employee,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.56,0.18,0.5503,0.0002
zgZmzvG,"alpha1=ts_delta(group_rank(employee,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.8,0.42,0.2003,0.000546
VZVPOE8,"group_rank(working_capital,subindustry)",0.2,0.06,0.027,0.000757
Kv39E9N,"alpha1=ts_delta(group_rank(working_capital,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.76,0.38,0.5632,0.000504
XVGnR9b,"alpha1=ts_delta(group_rank(working_capital,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.22,0.06,0.23,0.000164
kvd09ll,"group_rank(depre_amort,subindustry)",0.44,0.25,0.0302,0.00258
Zg6nvvj,"alpha1=ts_delta(group_rank(depre_amort,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.6,0.19,0.5758,0.000208
73Wnk82,"group_rank(fnd6_ivaco,subindustry)",1.17,0.6,0.0199,0.003262
oR7g7w5,"alpha1=ts_delta(group_rank(fnd6_ivaco,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.88,-0.39,0.5426,-0.000394
EN1eW0L,"alpha1=ts_delta(group_rank(fnd6_ivaco,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.34,0.13,0.1941,0.000308
73Wn9LO,"group_rank(fnd6_drc,subindustry)",0.55,0.24,0.018,0.002742
kvdZeld,"alpha1=ts_delta(group_rank(fnd6_drc,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.5,0.23,0.5643,0.00042
XVG8lEl,"alpha1=ts_delta(group_rank(fnd6_drc,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.65,0.41,0.2022,0.000777
R9M1dM0,"group_rank(fnd6_mrcta,subindustry)",0.85,0.54,0.0252,0.003969
pxmKPLj,"alpha1=ts_delta(group_rank(fnd6_mrcta,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.06,0.01,0.5515,2.4e-05
OROxAmR,"alpha1=ts_delta(group_rank(fnd6_mrcta,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.16,0.04,0.2049,0.000111
vZ8vGmb,"group_rank(fnd6_fatl,subindustry)",0.75,0.48,0.0251,0.004056
98Y75MK,"alpha1=ts_delta(group_rank(fnd6_fatl,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.37,0.11,0.5727,0.00018
r9Y2p3o,"alpha1=ts_delta(group_rank(fnd6_fatl,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.53,0.26,0.2101,0.000472
ae61ZwR,"group_rank(rd_expense,subindustry)",0.38,0.12,0.0487,0.000552
Ae9GqGQ,"alpha1=ts_delta(group_rank(rd_expense,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.6,0.25,0.5676,0.000357
29MpRoP,"alpha1=ts_delta(group_rank(rd_expense,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.71,0.33,0.2239,0.000438
PxNGwLL,"group_rank(interest_expense,subindustry)",0.52,0.28,0.0309,0.002389
0xqp7xv,"alpha1=ts_delta(group_rank(interest_expense,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.48,0.14,0.5785,0.000168
OROGGRJ,"alpha1=ts_delta(group_rank(interest_expense,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.55,0.21,0.2391,0.000294
Ae9GNld,"group_rank(fnd6_ciother,subindustry)",0.65,0.29,0.0343,0.001411
Ae9GxYW,"alpha1=ts_delta(group_rank(fnd6_ciother,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.05,0.01,0.6183,8.9e-05
PxNGYd7,"alpha1=ts_delta(group_rank(fnd6_ciother,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.22,0.1,0.2405,0.000434
OROGjPR,"group_rank(fnd6_acdo,subindustry)",0.7,0.48,0.0297,0.004007
98YXzZ2,"alpha1=ts_delta(group_rank(fnd6_acdo,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.35,0.52,0.2274,0.0044
dYpjXzv,"alpha1=ts_delta(group_rank(fnd6_acdo,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.38,0.65,0.1864,0.005931
0xqwvkK,"group_rank(fnd6_acodo,subindustry)",0.39,0.2,0.0173,0.003743
dYpjl3K,"alpha1=ts_delta(group_rank(fnd6_acodo,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.28,0.07,0.5474,0.000115
XVG7n8z,"alpha1=ts_delta(group_rank(fnd6_acodo,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.53,0.27,0.1887,0.000507
98YXjZq,"group_rank(fnd6_adesinda_curcd,subindustry)",1.18,1.35,0.034,0.009637
xVqjvRg,"alpha1=ts_delta(group_rank(fnd6_adesinda_curcd,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.06,0.02,0.3219,0.000144
Zg67Vmx,"alpha1=ts_delta(group_rank(fnd6_adesinda_curcd,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.63,0.63,0.2146,0.002026
vZ8jQPv,"group_rank(fnd6_newa2v1300_rdipeps,subindustry)",0.84,0.58,0.034,0.003541
LEW9VML,"alpha1=ts_delta(group_rank(fnd6_newa2v1300_rdipeps,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.51,-0.26,0.6047,-0.000501
QOM3kLr,"alpha1=ts_delta(group_rank(fnd6_newa2v1300_rdipeps,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.42,-0.23,0.3369,-0.000587
